Kennziffer;Raumeinheit;Aggregat;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft
;;;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
"09563";"Fürth, Stadt";"krsfr. Stadt";"522,2";"462,7";"471,2";"570,2";"562,7";"591,8";"589,6";"571,8";"552,9";"564,7";"554,8";"626,8";"650,9";"720,3";"662,6";"669,2";"701,1";"738,9";"755,1";"808,0";"867,8";"841,9";"960,2"
"09564";"Nürnberg, Stadt";"krsfr. Stadt";"608,2";"617,9";"605,5";"680,4";"731,7";"739,7";"655,2";"649,8";"603,9";"652,3";"676,6";"798,7";"777,7";"889,5";"792,6";"796,1";"848,6";"937,1";"953,6";"975,3";"1.023,4";"1.079,5";"1.145,2"
"09565";"Schwabach, Stadt";"krsfr. Stadt";"502,1";"479,2";"476,4";"526,3";"558,1";"598,3";"590,3";"554,4";"517,8";"553,2";"581,3";"632,0";"714,1";"764,4";"709,5";"681,4";"808,3";"799,5";"823,3";"884,6";"947,3";"1.049,7";"1.090,5"
"09571";"Ansbach";"Landkreis";"383,7";"366,2";"390,4";"430,1";"434,7";"452,3";"441,6";"436,0";"425,7";"442,4";"442,8";"498,1";"589,1";"622,6";"583,7";"603,1";"643,3";"698,2";"710,3";"733,9";"815,0";"774,2";"858,3"
"09572";"Erlangen-Höchstadt";"Landkreis";"477,7";"455,9";"480,6";"540,4";"563,5";"670,8";"600,5";"566,3";"616,2";"567,5";"639,7";"650,4";"804,0";"865,5";"809,2";"776,3";"895,5";"869,8";"1.011,4";"1.025,5";"1.018,9";"1.124,7";"1.216,2"
"09573";"Fürth";"Landkreis";"477,3";"448,3";"428,3";"455,1";"485,8";"530,0";"507,9";"494,8";"493,6";"542,8";"522,0";"553,4";"613,1";"693,1";"678,4";"637,5";"677,8";"733,3";"764,5";"795,1";"846,6";"865,4";"938,1"
"09574";"Nürnberger Land";"Landkreis";"486,7";"472,3";"454,4";"512,0";"553,6";"575,8";"578,6";"544,9";"529,1";"552,8";"614,1";"655,3";"709,1";"824,3";"723,9";"728,9";"784,0";"799,5";"864,2";"874,8";"947,1";"969,7";"1.033,4"
"09575";"Neustadt a.d.Aisch-Bad Windsheim";"Landkreis";"382,4";"340,9";"362,7";"396,0";"410,3";"434,4";"407,2";"380,5";"377,2";"411,7";"411,3";"455,5";"522,7";"597,0";"540,4";"529,8";"569,3";"623,5";"683,2";"677,2";"712,1";"772,8";"829,0"
"09576";"Roth";"Landkreis";"437,9";"443,7";"439,7";"449,3";"476,4";"496,5";"475,1";"455,2";"454,6";"457,7";"487,1";"539,1";"607,0";"665,2";"618,4";"631,2";"685,4";"724,3";"747,4";"787,3";"841,1";"890,8";"935,5"
"09577";"Weißenburg-Gunzenhausen";"Landkreis";"400,7";"378,5";"380,8";"399,7";"420,7";"435,8";"439,2";"414,1";"394,5";"417,7";"429,3";"491,6";"529,3";"586,9";"510,1";"528,0";"588,5";"603,1";"662,0";"683,5";"683,1";"750,0";"808,1"
"09661";"Aschaffenburg, Stadt";"krsfr. Stadt";"703,6";"618,3";"612,2";"666,3";"693,8";"706,1";"625,9";"623,7";"551,1";"583,0";"629,5";"816,8";"807,9";"825,6";"740,4";"781,1";"871,0";"944,7";"1.009,4";"1.047,7";"1.038,7";"1.081,4";"1.185,4"
"09662";"Schweinfurt, Stadt";"krsfr. Stadt";"523,2";"578,8";"516,0";"569,9";"764,6";"642,2";"505,0";"616,3";"562,6";"703,7";"812,8";"1.243,2";"1.272,7";"1.464,8";"862,2";"1.000,0";"1.004,9";"1.153,4";"1.312,3";"1.304,6";"1.262,5";"1.251,6";"1.388,7"
"09663";"Würzburg, Stadt";"krsfr. Stadt";"578,4";"547,4";"569,0";"615,6";"617,8";"578,9";"595,9";"546,1";"511,6";"547,6";"602,5";"616,5";"643,5";"699,6";"660,8";"702,0";"794,1";"812,9";"821,9";"888,4";"995,5";"1.037,6";"1.095,6"
"09671";"Aschaffenburg";"Landkreis";"485,7";"461,7";"466,3";"498,6";"551,7";"589,2";"640,8";"550,6";"488,1";"511,8";"543,6";"655,8";"705,4";"839,1";"711,1";"704,6";"747,6";"767,5";"816,5";"856,9";"901,7";"887,8";"1.108,1"
"09672";"Bad Kissingen";"Landkreis";"374,9";"368,8";"395,1";"406,9";"418,5";"420,5";"414,4";"402,2";"371,3";"393,9";"399,1";"423,0";"485,5";"564,6";"512,4";"512,5";"553,4";"570,0";"587,5";"620,6";"675,7";"702,4";"782,2"
"09673";"Rhön-Grabfeld";"Landkreis";"353,8";"351,1";"364,4";"401,9";"404,4";"425,8";"411,3";"407,3";"382,9";"406,4";"426,2";"435,7";"514,5";"540,2";"490,5";"497,2";"556,4";"586,8";"610,1";"656,1";"700,6";"732,4";"772,8"
"09674";"Haßberge";"Landkreis";"382,7";"380,2";"387,4";"426,8";"452,1";"454,6";"470,1";"409,2";"391,8";"399,4";"453,6";"491,7";"593,0";"620,2";"553,4";"578,3";"579,6";"609,6";"631,5";"661,3";"721,5";"723,6";"830,2"
"09675";"Kitzingen";"Landkreis";"474,0";"491,4";"438,2";"465,2";"510,9";"529,6";"480,2";"487,8";"465,0";"515,6";"528,2";"564,2";"630,9";"687,6";"601,1";"670,8";"681,8";"689,5";"653,5";"787,7";"799,6";"847,8";"1.003,9"
"09676";"Miltenberg";"Landkreis";"468,2";"430,3";"442,9";"460,3";"508,8";"501,2";"473,9";"458,9";"438,6";"469,5";"488,5";"559,3";"623,7";"684,3";"649,3";"621,1";"682,2";"710,3";"731,9";"781,9";"787,1";"850,6";"912,6"
"09677";"Main-Spessart";"Landkreis";"412,2";"427,8";"440,2";"506,6";"556,3";"571,2";"533,2";"509,4";"476,2";"576,0";"483,6";"622,4";"597,6";"682,9";"622,3";"613,8";"700,7";"694,3";"742,1";"823,3";"806,7";"903,2";"981,2"
"09678";"Schweinfurt";"Landkreis";"413,1";"365,6";"403,9";"418,4";"433,1";"434,5";"416,9";"403,3";"372,2";"433,8";"425,8";"479,3";"576,4";"649,0";"619,6";"586,7";"557,3";"556,1";"645,7";"696,1";"713,3";"764,3";"843,5"
"09679";"Würzburg";"Landkreis";"397,1";"386,8";"388,8";"404,1";"444,9";"475,1";"477,8";"462,2";"452,1";"458,5";"489,0";"550,1";"696,3";"641,6";"621,9";"624,0";"661,0";"677,3";"700,1";"770,7";"805,2";"830,5";"901,0"
"09761";"Augsburg, Stadt";"krsfr. Stadt";"541,9";"494,8";"506,3";"558,3";"612,8";"580,1";"543,2";"527,9";"498,1";"569,8";"584,8";"611,5";"676,5";"800,7";"667,2";"664,8";"669,4";"740,4";"745,0";"787,8";"781,1";"874,5";"942,1"
"09762";"Kaufbeuren, Stadt";"krsfr. Stadt";"475,6";"444,5";"472,4";"511,0";"496,7";"546,3";"503,3";"474,1";"445,0";"471,2";"491,2";"528,8";"583,5";"614,9";"561,8";"550,8";"607,6";"621,4";"664,4";"715,4";"748,8";"751,1";"807,7"
"09763";"Kempten (Allgäu), Stadt";"krsfr. Stadt";"566,4";"551,8";"547,7";"632,9";"606,6";"657,5";"641,2";"609,7";"562,6";"584,1";"680,1";"673,6";"778,8";"801,2";"748,0";"730,9";"746,1";"789,8";"804,0";"872,7";"887,8";"912,6";"1.022,8"
"09764";"Memmingen, Stadt";"krsfr. Stadt";"597,6";"515,5";"555,9";"589,1";"620,3";"641,7";"636,6";"645,0";"594,9";"669,5";"676,3";"777,6";"945,1";"974,8";"763,8";"830,7";"864,3";"933,5";"1.030,1";"964,2";"1.061,3";"1.083,2";"1.270,8"
"09771";"Aichach-Friedberg";"Landkreis";"475,4";"424,9";"423,2";"454,0";"487,2";"520,6";"489,9";"479,5";"482,5";"498,6";"524,7";"560,3";"642,4";"681,1";"646,3";"651,1";"692,4";"754,7";"795,0";"822,8";"872,4";"889,8";"958,8"
"09772";"Augsburg";"Landkreis";"476,9";"435,9";"429,8";"471,2";"473,9";"522,9";"503,6";"498,5";"499,1";"557,3";"543,0";"578,9";"656,4";"693,2";"662,8";"669,9";"713,9";"753,4";"800,1";"861,3";"879,7";"946,0";"997,5"
"09773";"Dillingen a.d.Donau";"Landkreis";"459,6";"424,6";"441,5";"514,6";"469,6";"514,4";"479,7";"510,4";"459,6";"506,3";"533,6";"578,9";"635,0";"674,7";"664,5";"652,4";"731,9";"733,7";"751,5";"849,5";"810,2";"870,6";"1.029,0"
"09774";"Günzburg";"Landkreis";"458,4";"416,0";"415,3";"451,0";"497,9";"514,4";"518,7";"470,8";"479,1";"547,4";"552,8";"582,9";"649,0";"729,4";"657,0";"659,1";"731,9";"761,1";"806,7";"819,4";"901,3";"914,0";"862,5"
"09775";"Neu-Ulm";"Landkreis";"537,3";"516,6";"504,4";"559,5";"595,0";"596,2";"579,7";"562,3";"517,8";"579,2";"573,2";"620,4";"729,8";"782,4";"725,7";"724,9";"743,8";"823,5";"890,5";"911,4";"954,2";"973,3";"1.081,5"
"09776";"Lindau (Bodensee)";"Landkreis";"504,8";"457,0";"463,7";"507,2";"515,1";"554,1";"528,0";"493,5";"477,8";"506,8";"511,1";"559,8";"573,3";"640,6";"625,8";"615,4";"663,4";"734,6";"742,0";"822,3";"872,1";"911,0";"1.007,5"
"09777";"Ostallgäu";"Landkreis";"397,2";"395,2";"385,3";"424,4";"443,1";"477,9";"471,6";"448,1";"448,1";"489,4";"515,9";"538,1";"610,8";"669,2";"634,2";"627,0";"683,9";"732,8";"778,9";"842,8";"911,9";"918,0";"992,6"
"09778";"Unterallgäu";"Landkreis";"441,3";"415,3";"433,6";"464,5";"499,6";"486,4";"492,6";"473,1";"476,5";"491,3";"500,5";"558,1";"621,0";"682,2";"627,8";"616,4";"696,4";"721,1";"768,7";"856,1";"906,8";"944,3";"1.034,0"
"09779";"Donau-Ries";"Landkreis";"448,6";"429,2";"486,8";"454,8";"498,1";"521,4";"498,7";"481,4";"467,0";"543,4";"576,2";"611,2";"673,2";"733,1";"716,5";"740,4";"728,8";"850,2";"821,9";"853,0";"913,6";"1.001,8";"1.106,0"
"09780";"Oberallgäu";"Landkreis";"432,4";"420,8";"409,7";"449,8";"460,5";"483,4";"483,9";"460,3";"446,3";"476,3";"477,1";"514,4";"588,5";"609,1";"590,4";"603,3";"627,4";"675,1";"707,1";"747,1";"794,4";"817,8";"895,6"
"10041";"Regionalverband Saarbrücken";"Landkreis";"406,7";"395,0";"376,9";"404,9";"433,4";"431,7";"414,6";"424,1";"405,6";"425,3";"484,8";"525,8";"573,6";"645,4";"567,2";"540,8";"602,4";"609,5";"615,6";"647,3";"691,2";"672,2";"751,6"
"10042";"Merzig-Wadern";"Landkreis";"316,4";"292,8";"287,7";"317,9";"326,0";"340,4";"321,5";"345,7";"377,9";"396,7";"356,1";"391,6";"451,8";"467,6";"386,4";"373,2";"472,3";"453,2";"475,6";"520,7";"523,5";"519,1";"573,6"
"10043";"Neunkirchen";"Landkreis";"329,8";"307,2";"322,7";"329,7";"336,8";"341,0";"323,7";"320,0";"326,1";"332,4";"350,5";"364,4";"399,4";"441,4";"411,1";"415,7";"461,7";"482,5";"504,0";"506,6";"524,8";"529,5";"589,5"
"10044";"Saarlouis";"Landkreis";"359,6";"343,5";"351,8";"350,5";"363,1";"373,5";"346,9";"358,0";"354,0";"364,0";"377,8";"454,1";"572,4";"587,9";"538,3";"506,8";"663,5";"570,3";"597,5";"602,6";"614,8";"636,1";"676,2"
"10045";"Saarpfalz-Kreis";"Landkreis";"391,6";"392,9";"399,9";"445,3";"421,7";"427,8";"452,6";"443,0";"432,3";"519,4";"522,4";"605,6";"617,4";"644,0";"535,6";"586,7";"687,2";"714,8";"732,3";"732,6";"736,1";"778,0";"821,7"
"10046";"St. Wendel";"Landkreis";"338,1";"311,5";"322,8";"331,0";"319,3";"348,1";"358,0";"351,2";"339,5";"426,2";"436,6";"440,7";"510,4";"576,6";"501,9";"495,4";"522,1";"548,5";"574,4";"615,6";"564,3";"625,1";"649,6"
"11000";"Berlin, Stadt";"krsfr. Stadt";"470,7";"452,4";"435,8";"489,9";"491,8";"508,5";"475,7";"452,2";"440,1";"444,3";"453,2";"531,9";"538,5";"562,8";"513,6";"566,5";"611,3";"635,3";"684,5";"728,8";"747,7";"791,2";"833,2"
"12051";"Brandenburg an der Havel, Stadt";"krsfr. Stadt";"281,8";"200,2";"199,7";"294,8";"310,4";"284,0";"308,5";"278,7";"229,9";"302,6";"299,4";"376,6";"437,2";"510,0";"430,3";"415,1";"395,0";"441,7";"463,7";"459,6";"502,6";"512,5";"584,3"
"12052";"Cottbus, Stadt";"krsfr. Stadt";"266,4";"210,7";"284,1";"315,9";"302,4";"294,2";"284,9";"279,0";"259,5";"311,7";"336,5";"365,3";"485,7";"796,7";"630,7";"500,6";"491,2";"511,7";"605,0";"567,9";"600,6";"506,7";"666,3"
"12053";"Frankfurt (Oder), Stadt";"krsfr. Stadt";"275,6";"217,7";"262,6";"294,9";"257,0";"244,2";"263,4";"243,6";"224,0";"259,9";"275,2";"285,7";"344,2";"455,4";"805,5";"548,9";"653,7";"407,0";"467,4";"480,5";"516,9";"551,5";"597,5"
"12054";"Potsdam, Stadt";"krsfr. Stadt";"284,4";"226,3";"270,8";"351,8";"355,7";"384,8";"316,9";"324,8";"306,6";"328,1";"399,0";"393,5";"444,4";"469,3";"472,9";"483,9";"507,8";"577,1";"567,1";"617,0";"652,7";"692,4";"807,4"
"12060";"Barnim";"Landkreis";"248,2";"186,9";"194,3";"217,5";"198,7";"208,1";"201,1";"196,4";"204,9";"215,3";"222,4";"253,3";"324,8";"358,8";"361,1";"367,9";"417,2";"439,8";"476,6";"478,3";"531,4";"553,2";"595,7"
"12061";"Dahme-Spreewald";"Landkreis";"259,8";"227,4";"0,0";"273,1";"239,9";"270,5";"255,0";"273,1";"223,4";"294,1";"403,6";"428,9";"597,4";"691,3";"688,0";"750,4";"641,1";"752,7";"1.105,4";"1.068,3";"1.107,7";"1.336,8";"1.511,4"
"12062";"Elbe-Elster";"Landkreis";"244,8";"178,4";"174,2";"197,9";"182,9";"194,2";"183,6";"187,7";"175,6";"195,1";"206,6";"220,2";"272,2";"289,9";"295,5";"318,0";"334,8";"372,9";"395,6";"402,6";"419,3";"444,6";"482,6"
"12063";"Havelland";"Landkreis";"244,9";"199,4";"202,1";"234,0";"219,6";"219,7";"221,2";"206,4";"223,5";"258,0";"254,0";"299,5";"353,5";"405,9";"378,4";"391,5";"449,5";"477,8";"502,9";"498,1";"550,1";"573,4";"608,5"
"12064";"Märkisch-Oderland";"Landkreis";"257,3";"186,4";"188,3";"203,1";"216,9";"198,1";"191,9";"192,9";"287,3";"213,9";"272,9";"267,1";"324,7";"362,8";"284,3";"409,4";"409,3";"485,7";"522,3";"486,3";"536,4";"537,0";"597,5"
"12065";"Oberhavel";"Landkreis";"327,9";"305,2";"319,0";"410,6";"401,8";"460,6";"318,2";"247,1";"251,6";"290,8";"484,2";"449,9";"552,5";"643,9";"565,9";"579,6";"578,9";"596,6";"652,0";"735,7";"744,7";"807,6";"837,2"
"12066";"Oberspreewald-Lausitz";"Landkreis";"252,5";"202,9";"210,7";"247,4";"220,2";"223,3";"208,5";"214,0";"201,3";"239,9";"242,3";"295,1";"323,4";"366,8";"357,0";"392,5";"410,4";"447,1";"461,2";"481,0";"452,8";"503,8";"576,4"
"12067";"Oder-Spree";"Landkreis";"245,8";"192,8";"192,2";"201,9";"198,9";"226,2";"211,6";"216,2";"210,7";"242,3";"276,7";"293,0";"367,6";"410,1";"378,6";"375,9";"435,4";"426,9";"473,1";"478,0";"531,9";"550,9";"590,5"
"12068";"Ostprignitz-Ruppin";"Landkreis";"246,8";"187,4";"163,0";"186,9";"190,3";"199,0";"183,2";"226,0";"223,7";"263,6";"255,2";"262,8";"325,6";"361,3";"319,8";"351,3";"370,4";"417,6";"441,6";"457,5";"488,8";"508,4";"587,5"
"12069";"Potsdam-Mittelmark";"Landkreis";"257,1";"200,5";"212,7";"232,1";"218,7";"226,4";"219,9";"223,2";"222,3";"262,5";"286,8";"322,0";"388,6";"453,1";"445,9";"444,9";"493,4";"537,4";"566,8";"574,6";"638,4";"674,4";"703,8"
"12070";"Prignitz";"Landkreis";"249,8";"180,2";"0,0";"189,6";"181,3";"198,2";"198,3";"208,6";"193,3";"228,2";"227,0";"233,1";"303,4";"331,6";"316,3";"325,0";"357,3";"407,1";"427,6";"431,1";"460,6";"495,7";"554,4"
"12071";"Spree-Neiße";"Landkreis";"250,6";"191,1";"202,5";"227,6";"216,1";"207,1";"196,9";"214,4";"207,5";"256,8";"261,4";"367,9";"482,5";"511,8";"518,2";"480,4";"446,7";"501,0";"580,5";"577,4";"522,5";"437,0";"573,3"
"12072";"Teltow-Fläming";"Landkreis";"327,3";"251,5";"283,3";"368,7";"261,8";"596,5";"508,0";"380,4";"333,9";"427,7";"363,2";"386,2";"476,6";"498,3";"522,9";"604,5";"570,3";"752,7";"771,2";"871,8";"839,4";"822,3";"935,6"
"12073";"Uckermark";"Landkreis";"247,1";"182,8";"168,8";"201,2";"205,1";"215,0";"211,9";"213,1";"183,5";"211,0";"214,9";"262,1";"307,5";"345,5";"336,2";"357,3";"381,9";"393,3";"424,5";"457,0";"491,8";"517,5";"550,8"
"13003";"Rostock, Stadt";"krsfr. Stadt";"232,2";"194,3";"247,4";"313,4";"301,4";"346,7";"264,7";"253,1";"231,1";"259,7";"273,1";"316,0";"335,9";"414,7";"409,0";"401,3";"428,0";"457,7";"493,9";"522,8";"555,0";"628,0";"675,5"
"13004";"Schwerin, Stadt";"krsfr. Stadt";"240,9";"224,7";"294,0";"355,0";"335,7";"347,4";"302,0";"285,2";"276,8";"308,3";"347,3";"355,4";"433,1";"435,1";"408,9";"422,4";"493,1";"487,3";"550,8";"562,1";"565,9";"577,6";"640,1"
"13071";"Mecklenburgische Seenplatte";"Landkreis";"228,2";"177,0";"183,7";"224,4";"210,4";"223,4";"212,6";"203,3";"254,9";"292,1";"349,8";"346,8";"337,0";"331,3";"332,4";"333,3";"383,7";"413,1";"418,7";"447,0";"499,3";"495,2";"549,5"
"13072";"Landkreis Rostock";"Landkreis";"207,8";"160,4";"149,3";"184,0";"185,6";"197,9";"210,2";"181,6";"199,5";"221,4";"226,4";"272,8";"320,5";"346,5";"351,1";"389,5";"403,3";"437,1";"496,6";"509,6";"534,2";"579,8";"571,0"
"13073";"Vorpommern-Rügen";"Landkreis";"215,4";"165,7";"159,6";"194,2";"187,6";"200,7";"196,4";"187,4";"190,6";"207,6";"215,2";"241,8";"270,5";"316,1";"318,1";"330,2";"348,6";"395,7";"420,5";"446,0";"463,6";"491,8";"531,6"
"13074";"Nordwestmecklenburg";"Landkreis";"212,1";"164,7";"181,4";"181,3";"193,6";"191,5";"182,8";"181,2";"185,6";"207,4";"246,1";"274,0";"325,6";"385,0";"341,6";"368,4";"421,1";"399,4";"436,5";"464,2";"481,7";"573,2";"595,5"
"13075";"Vorpommern-Greifswald";"Landkreis";"221,6";"157,2";"163,1";"211,3";"197,0";"199,8";"191,7";"176,6";"192,7";"208,1";"230,4";"251,5";"269,3";"300,6";"297,4";"304,5";"321,3";"363,6";"384,4";"404,0";"450,8";"451,0";"480,9"
"13076";"Ludwigslust-Parchim";"Landkreis";"213,3";"167,3";"163,9";"189,1";"193,2";"200,4";"211,9";"229,1";"202,0";"258,0";"236,7";"275,8";"320,6";"349,5";"342,5";"384,2";"462,2";"452,4";"482,1";"491,8";"511,5";"551,3";"606,8"
"14511";"Chemnitz, Stadt";"krsfr. Stadt";"245,5";"203,5";"245,7";"302,5";"305,7";"286,4";"293,8";"248,2";"257,7";"306,9";"344,7";"361,9";"387,9";"440,8";"424,0";"450,3";"478,1";"509,9";"546,8";"557,3";"555,4";"598,2";"632,5"
"14521";"Erzgebirgskreis";"Landkreis";"206,1";"151,4";"123,3";"154,5";"157,4";"160,7";"158,9";"160,7";"166,1";"194,3";"210,0";"239,3";"279,3";"314,4";"286,0";"302,8";"342,9";"347,0";"362,0";"389,0";"425,7";"450,2";"495,0"
"14522";"Mittelsachsen";"Landkreis";"222,6";"174,4";"165,7";"189,8";"183,8";"198,8";"189,7";"184,5";"208,8";"245,9";"262,9";"304,0";"378,3";"410,3";"383,9";"410,9";"440,8";"423,5";"449,7";"479,0";"513,9";"543,9";"571,2"
"14523";"Vogtlandkreis";"Landkreis";"226,0";"165,6";"159,6";"186,0";"192,9";"198,8";"186,7";"172,7";"187,3";"219,3";"235,5";"266,2";"306,9";"380,8";"317,9";"344,9";"392,1";"403,4";"422,7";"458,8";"459,2";"516,2";"532,7"
"14524";"Zwickau";"Landkreis";"239,3";"188,4";"171,1";"226,6";"239,2";"222,2";"223,4";"217,9";"214,7";"229,7";"251,3";"269,8";"317,8";"396,2";"339,0";"363,5";"415,4";"490,7";"495,6";"538,2";"516,5";"543,9";"578,0"
"14612";"Dresden, Stadt";"krsfr. Stadt";"253,5";"217,5";"247,4";"337,6";"322,0";"339,5";"329,7";"311,3";"318,6";"345,0";"398,3";"408,7";"421,3";"509,1";"462,7";"490,1";"526,4";"512,4";"551,1";"560,6";"586,1";"655,0";"754,4"
"14625";"Bautzen";"Landkreis";"231,8";"178,4";"192,7";"228,6";"214,8";"200,2";"197,6";"189,9";"197,4";"227,3";"248,9";"269,0";"318,2";"367,5";"340,5";"366,3";"400,4";"415,8";"454,5";"471,7";"496,2";"530,3";"582,9"
"14626";"Görlitz";"Landkreis";"174,7";"162,7";"160,6";"180,2";"185,7";"173,7";"169,5";"164,4";"174,2";"191,7";"207,1";"225,7";"306,6";"355,1";"335,4";"313,7";"334,5";"373,5";"384,4";"417,1";"425,4";"413,5";"478,5"
"14627";"Meißen";"Landkreis";"222,7";"176,6";"168,1";"210,1";"206,8";"213,1";"201,9";"195,2";"211,0";"243,5";"270,2";"307,2";"392,0";"415,1";"376,3";"406,3";"427,5";"467,0";"470,1";"495,4";"555,9";"580,7";"622,4"
"14628";"Sächsische Schweiz-Osterzgebirge";"Landkreis";"223,5";"160,1";"165,4";"184,4";"185,1";"193,0";"192,2";"179,3";"189,1";"210,0";"228,0";"271,1";"297,5";"346,2";"328,2";"353,6";"381,0";"408,8";"434,4";"447,5";"476,5";"496,1";"536,1"
"14713";"Leipzig, Stadt";"krsfr. Stadt";"272,6";"215,3";"0,0";"342,6";"335,8";"320,2";"270,3";"289,9";"300,5";"310,8";"330,7";"388,5";"393,1";"457,5";"440,3";"423,5";"470,4";"478,8";"513,1";"569,1";"571,1";"621,9";"635,5"
"14729";"Leipzig";"Landkreis";"256,1";"201,3";"213,9";"235,5";"225,9";"221,6";"204,0";"187,8";"204,8";"233,9";"244,3";"281,3";"345,3";"395,8";"379,3";"388,9";"408,8";"434,3";"462,2";"503,3";"530,8";"546,6";"598,1"
"14730";"Nordsachsen";"Landkreis";"230,4";"176,0";"183,2";"209,2";"219,8";"223,3";"219,8";"199,5";"211,5";"240,2";"254,4";"284,9";"324,6";"369,8";"337,1";"365,0";"412,8";"415,6";"444,1";"470,0";"507,5";"528,2";"569,6"
"15001";"Dessau-Roßlau, Stadt";"krsfr. Stadt";"201,6";"153,1";"196,7";"217,8";"239,7";"214,7";"203,7";"206,5";"210,3";"249,5";"276,0";"268,5";"323,7";"369,6";"352,1";"356,7";"423,8";"423,3";"465,3";"491,5";"512,7";"544,0";"539,6"
"15002";"Halle (Saale), Stadt";"krsfr. Stadt";"214,5";"175,0";"200,8";"244,6";"263,2";"246,1";"228,5";"234,8";"219,6";"261,3";"252,9";"286,0";"322,0";"375,4";"344,8";"341,5";"373,3";"376,1";"402,9";"431,1";"436,4";"474,9";"487,6"
"15003";"Magdeburg, Stadt";"krsfr. Stadt";"222,6";"212,4";"264,2";"314,7";"311,6";"308,5";"292,0";"276,7";"261,1";"316,0";"311,3";"351,4";"407,1";"470,8";"449,4";"443,0";"481,2";"498,0";"555,6";"539,7";"549,0";"575,9";"638,7"
"15081";"Altmarkkreis Salzwedel";"Landkreis";"197,7";"171,3";"180,9";"209,9";"218,5";"216,9";"223,4";"214,2";"212,2";"247,6";"243,1";"363,5";"348,1";"431,1";"397,4";"322,1";"391,2";"453,0";"469,7";"501,4";"502,1";"495,8";"530,8"
"15082";"Anhalt-Bitterfeld";"Landkreis";"223,5";"165,0";"170,9";"188,7";"222,9";"198,7";"193,8";"206,4";"193,1";"237,9";"250,7";"293,3";"457,1";"505,0";"356,9";"366,8";"410,1";"449,5";"444,9";"493,6";"492,3";"528,7";"597,6"
"15083";"Börde";"Landkreis";"215,0";"175,6";"199,5";"217,2";"246,4";"267,6";"274,9";"291,7";"318,2";"362,7";"417,0";"459,4";"481,3";"595,6";"470,0";"522,6";"627,3";"669,2";"656,4";"594,3";"671,3";"611,5";"645,7"
"15084";"Burgenlandkreis";"Landkreis";"204,0";"170,4";"196,0";"202,2";"217,8";"214,6";"204,5";"208,2";"196,0";"334,6";"398,1";"379,5";"408,8";"414,7";"420,4";"426,3";"392,2";"445,3";"423,2";"467,3";"546,7";"1.431,7";"770,4"
"15085";"Harz";"Landkreis";"203,2";"169,7";"172,6";"202,4";"202,9";"204,5";"202,0";"202,0";"210,1";"243,5";"227,3";"273,1";"328,4";"355,0";"312,9";"344,0";"381,2";"400,0";"426,7";"448,9";"458,1";"470,5";"527,7"
"15086";"Jerichower Land";"Landkreis";"208,7";"165,1";"179,3";"190,1";"214,6";"205,4";"185,0";"188,9";"195,7";"220,4";"235,8";"256,8";"312,7";"392,1";"355,8";"342,9";"388,4";"434,3";"444,8";"487,7";"492,1";"491,4";"542,4"
"15087";"Mansfeld-Südharz";"Landkreis";"198,7";"150,7";"144,8";"156,1";"178,7";"163,9";"155,5";"160,3";"156,6";"201,9";"204,8";"213,5";"252,9";"301,5";"263,4";"304,3";"312,4";"331,5";"343,7";"381,1";"381,9";"395,0";"421,7"
"15088";"Saalekreis";"Landkreis";"223,7";"196,7";"209,0";"243,9";"245,9";"257,7";"248,0";"252,8";"258,1";"314,3";"544,6";"701,0";"572,8";"564,0";"466,9";"483,3";"583,0";"562,5";"579,5";"672,8";"709,6";"795,4";"865,7"
"15089";"Salzlandkreis";"Landkreis";"206,9";"156,5";"157,6";"185,2";"191,3";"194,4";"204,9";"217,3";"221,0";"267,7";"255,1";"282,7";"326,4";"359,9";"320,6";"329,1";"370,8";"398,6";"423,5";"433,4";"468,5";"487,2";"523,8"
"15090";"Stendal";"Landkreis";"196,7";"159,5";"173,2";"188,7";"191,4";"193,9";"188,5";"186,8";"181,8";"202,5";"210,8";"241,6";"265,4";"295,0";"296,0";"302,7";"328,5";"356,9";"380,1";"406,7";"430,8";"440,8";"471,7"
"15091";"Wittenberg";"Landkreis";"198,8";"157,2";"159,2";"186,3";"186,1";"183,3";"180,3";"197,6";"189,8";"237,9";"250,2";"267,7";"319,4";"363,5";"360,6";"405,7";"464,0";"474,2";"486,2";"493,7";"532,7";"517,7";"533,3"
"16051";"Erfurt, Stadt";"krsfr. Stadt";"268,9";"203,9";"254,5";"340,2";"317,8";"313,4";"287,4";"311,6";"281,5";"325,2";"376,4";"461,9";"423,7";"507,6";"394,8";"466,7";"471,9";"503,5";"540,5";"564,9";"589,6";"631,8";"665,6"
